person_cluster,area_name,mentions,poems
Peter / Pietari / Peeter,Järva-Jaani,6,5
Peter / Pietari / Peeter,Järva-Madise,5,5
Peter / Pietari / Peeter,Jõelähtme,3,3
Peter / Pietari / Peeter,Jõhvi,20,9
Peter / Pietari / Peeter,Jüri,1,1
Peter / Pietari / Peeter,Kaarina,1,1
Peter / Pietari / Peeter,Kaarma,1,1
Peter / Pietari / Peeter,Kaavi,7,7
Peter / Pietari / Peeter,Kadrina,16,13
Peter / Pietari / Peeter,Kalvola,1,1
Peter / Pietari / Peeter,Kambja,3,1
Peter / Pietari / Peeter,Kanepi,1,1
Peter / Pietari / Peeter,Kangasala,2,2
Peter / Pietari / Peeter,Kangaslampi,5,5
Peter / Pietari / Peeter,Kangasniemi,3,3
Peter / Pietari / Peeter,Kankaanpää,1,1
Peter / Pietari / Peeter,Kaprio,7,6
Peter / Pietari / Peeter,Karja,2,2
Peter / Pietari / Peeter,Karksi,27,15
Peter / Pietari / Peeter,Karstula,1,1
Peter / Pietari / Peeter,Karttula,4,4
Peter / Pietari / Peeter,Karula,2,1
Peter / Pietari / Peeter,Karuna,3,3
Peter / Pietari / Peeter,Karunki,2,2
Peter / Pietari / Peeter,Karuse,1,1
Peter / Pietari / Peeter,Kattila,4,3
Peter / Pietari / Peeter,Kauhava,1,1
Peter / Pietari / Peeter,Kaukola,2,1
Peter / Pietari / Peeter,Kaustinen,1,1
Peter / Pietari / Peeter,Keikyä,1,1
Peter / Pietari / Peeter,Keila,1,1
Peter / Pietari / Peeter,Keltto,3,2
Peter / Pietari / Peeter,Kemi,5,5
Peter / Pietari / Peeter,Kerimäki,5,4
Peter / Pietari / Peeter,Kestilä,3,2
Peter / Pietari / Peeter,Kesälahti,8,4
Peter / Pietari / Peeter,Kiihtelysvaara,9,6
Peter / Pietari / Peeter,Kiikka,1,1
Peter / Pietari / Peeter,Kiikoinen,1,1
Peter / Pietari / Peeter,Kiimaisjärvi,2,2
Peter / Pietari / Peeter,Kirvu,1,1
Peter / Pietari / Peeter,Kisko,1,1
Peter / Pietari / Peeter,Kitee,16,11
Peter / Pietari / Peeter,Kiukainen,1,1
Peter / Pietari / Peeter,Kiuruvesi,7,6
Peter / Pietari / Peeter,Kivennapa,7,6
Peter / Pietari / Peeter,Kodavere,1,1
Peter / Pietari / Peeter,Koeru,15,6
Peter / Pietari / Peeter,Koivisto,7,5
Peter / Pietari / Peeter,Kolga-Jaani,16,5
Peter / Pietari / Peeter,Konnevesi,1,1
Peter / Pietari / Peeter,Kontiolahti,7,5
Peter / Pietari / Peeter,Kontokki,1,1
Peter / Pietari / Peeter,Koprina,2,2
Peter / Pietari / Peeter,Korpiselkä,24,7
Peter / Pietari / Peeter,Kose,4,4
Peter / Pietari / Peeter,Kuhmo,3,3
Peter / Pietari / Peeter,Kuhmoinen,4,4
Peter / Pietari / Peeter,Kullamaa,2,1
Peter / Pietari / Peeter,Kuolemajärvi,2,2
Peter / Pietari / Peeter,Kuopio,7,6
Peter / Pietari / Peeter,Kupanitsa,1,1
Peter / Pietari / Peeter,Kurikka,1,1
Peter / Pietari / Peeter,Kurkijoki,1,1
Peter / Pietari / Peeter,Kursi,2,1
Peter / Pietari / Peeter,Kuujärvi,2,1
Peter / Pietari / Peeter,Kuusalu,15,12
Peter / Pietari / Peeter,Kuusjoki,2,2
Peter / Pietari / Peeter,Kuusjärvi,2,1
Peter / Pietari / Peeter,Kymi,2,2
Peter / Pietari / Peeter,Käina,1,1
Peter / Pietari / Peeter,Käkisalmi,1,1
Peter / Pietari / Peeter,Kärla,4,2
Peter / Pietari / Peeter,Kõpu,5,3
Peter / Pietari / Peeter,Lahti,1,1
Peter / Pietari / Peeter,Laihia,5,5
Peter / Pietari / Peeter,Laiuse,4,4
Peter / Pietari / Peeter,Lapinlahti,1,1
Peter / Pietari / Peeter,Lappajärvi,1,1
Peter / Pietari / Peeter,Lappee,5,3
Peter / Pietari / Peeter,Lapua,2,2
Peter / Pietari / Peeter,Lapväärtti,1,1
Peter / Pietari / Peeter,Laukaa,1,1
Peter / Pietari / Peeter,Lavansaari,1,1
Peter / Pietari / Peeter,Lekvattnet,1,1
Peter / Pietari / Peeter,Lemi,2,2
Peter / Pietari / Peeter,Lempaala,9,9
Peter / Pietari / Peeter,Leppävirta,14,14
Peter / Pietari / Peeter,Lieto,2,2
Peter / Pietari / Peeter,Liissilä,6,6
Peter / Pietari / Peeter,Liminka,2,1
Peter / Pietari / Peeter,Liperi,5,5
Peter / Pietari / Peeter,Loppi,2,2
Peter / Pietari / Peeter,Luhanka,1,1
Peter / Pietari / Peeter,Lumivaara,3,3
Peter / Pietari / Peeter,Längelmäki,2,2
Peter / Pietari / Peeter,Lääne-Nigula,2,1
Peter / Pietari / Peeter,Lüganuse,3,2
Peter / Pietari / Peeter,Maaninka,10,9
Peter / Pietari / Peeter,Maaria,2,2
Peter / Pietari / Peeter,Maarja-Magdaleena,4,3
Peter / Pietari / Peeter,Maksuatiha,2,2
Peter / Pietari / Peeter,Markkova,1,1
Peter / Pietari / Peeter,Martna,1,1
Peter / Pietari / Peeter,Merijärvi,1,1
Peter / Pietari / Peeter,Merikarvia,1,1
Peter / Pietari / Peeter,Merimasku,2,2
Peter / Pietari / Peeter,Messukylä,1,1
Peter / Pietari / Peeter,Metsäpirtti,2,2
Peter / Pietari / Peeter,Miehikkälä,1,1
Peter / Pietari / Peeter,Mikkeli,1,1
Peter / Pietari / Peeter,Moloskovitsa,9,9
Peter / Pietari / Peeter,Muhos,1,1
Peter / Pietari / Peeter,Muhu,5,3
Peter / Pietari / Peeter,Muolaa,3,2
Peter / Pietari / Peeter,Muonio,1,1
Peter / Pietari / Peeter,Mustjala,1,1
Peter / Pietari / Peeter,Muurla,2,2
Peter / Pietari / Peeter,Mäntsälä,2,2
Peter / Pietari / Peeter,Mäntyharju,3,2
Peter / Pietari / Peeter,Märjamaa,1,1
Peter / Pietari / Peeter,Narvusi,44,34
Peter / Pietari / Peeter,Nastola,2,2
Peter / Pietari / Peeter,Nekkula,1,1
Peter / Pietari / Peeter,Nilsiä,10,8
Peter / Pietari / Peeter,Noarootsi,6,1
Peter / Pietari / Peeter,Noormarkku,2,2
Peter / Pietari / Peeter,Nurmes,28,21
Peter / Pietari / Peeter,Orimattila,5,4
Peter / Pietari / Peeter,Otepää,3,3
Peter / Pietari / Peeter,Oulunsalo,1,1
Peter / Pietari / Peeter,Paatene,1,1
Peter / Pietari / Peeter,Paattinen,1,1
Peter / Pietari / Peeter,Paavola,1,1
Peter / Pietari / Peeter,Paistu,18,12
Peter / Pietari / Peeter,Palamuse,3,2
Peter / Pietari / Peeter,Paltamo,1,1
Peter / Pietari / Peeter,Parikkala,3,3
Peter / Pietari / Peeter,Parkano,3,3
Peter / Pietari / Peeter,Peetri,8,6
Peter / Pietari / Peeter,Perho,4,2
Peter / Pietari / Peeter,Perniö,3,3
Peter / Pietari / Peeter,Pertteli,1,1
Peter / Pietari / Peeter,Pieksämäki,4,4
Peter / Pietari / Peeter,Pielavesi,16,11
Peter / Pietari / Peeter,Pielisjärvi,3,2
Peter / Pietari / Peeter,Pihtipudas,1,1
Peter / Pietari / Peeter,Pilistvere,11,3
Peter / Pietari / Peeter,Polvijärvi,6,5
Peter / Pietari / Peeter,Porajärvi,15,6
Peter / Pietari / Peeter,Pori,3,3
Peter / Pietari / Peeter,Pudasjärvi,2,2
Peter / Pietari / Peeter,Puhja,5,5
Peter / Pietari / Peeter,Puolanka,1,1
Peter / Pietari / Peeter,Puumala,15,5
Peter / Pietari / Peeter,Pyhäjärvi Ol.,2,2
Peter / Pietari / Peeter,Pyhäjärvi Ul.,1,1
Peter / Pietari / Peeter,Pyhäjärvi Vpl.,4,4
Peter / Pietari / Peeter,Pyhäranta,1,1
Peter / Pietari / Peeter,Pyhäselkä,4,3
Peter / Pietari / Peeter,Pylkönmäki,1,1
Peter / Pietari / Peeter,Pälkjärvi,5,2
Peter / Pietari / Peeter,Pärnu,5,4
Peter / Pietari / Peeter,Pärnu-Jaagupi,2,2
Peter / Pietari / Peeter,Põltsamaa,8,4
Peter / Pietari / Peeter,Põlva,8,4
Peter / Pietari / Peeter,Pöide,4,3
Peter / Pietari / Peeter,Pöytyä,3,3
Peter / Pietari / Peeter,Pühalepa,4,2
Peter / Pietari / Peeter,Rakvere,1,1
Peter / Pietari / Peeter,Rannu,4,3
Peter / Pietari / Peeter,Rantsila,6,6
Peter / Pietari / Peeter,Ranua,4,3
Peter / Pietari / Peeter,Rauma,5,5
Peter / Pietari / Peeter,Rautalampi,2,2
Peter / Pietari / Peeter,Rautavaara,8,6
Peter / Pietari / Peeter,Rautu,3,3
Peter / Pietari / Peeter,Reigi,2,2
Peter / Pietari / Peeter,Renko,2,2
Peter / Pietari / Peeter,Repola,9,6
Peter / Pietari / Peeter,Risti,10,3
Peter / Pietari / Peeter,Ristiina,5,3
Peter / Pietari / Peeter,Ristijärvi,2,2
Peter / Pietari / Peeter,Rovaniemi,4,4
Peter / Pietari / Peeter,Ruokolahti,1,1
Peter / Pietari / Peeter,Ruovesi,2,2
Peter / Pietari / Peeter,Rymättylä,1,1
Peter / Pietari / Peeter,Räisälä,2,2
Peter / Pietari / Peeter,Räpina,21,5
Peter / Pietari / Peeter,Rääkkylä,8,5
Peter / Pietari / Peeter,Rõngu,9,8
Peter / Pietari / Peeter,Rõuge,2,2
Peter / Pietari / Peeter,Saari,3,3
Peter / Pietari / Peeter,Saarijärvi,7,6
Peter / Pietari / Peeter,Sakkola,2,2
Peter / Pietari / Peeter,Salmi,21,8
Peter / Pietari / Peeter,Salo,1,1
Peter / Pietari / Peeter,Sandova,1,1
Peter / Pietari / Peeter,Sangaste,8,4
Peter / Pietari / Peeter,Sauvo,2,2
Peter / Pietari / Peeter,Savitaipale,4,2
Peter / Pietari / Peeter,Savonlinna,6,4
Peter / Pietari / Peeter,Seiskari,2,1
Peter / Pietari / Peeter,Serepetta,5,5
Peter / Pietari / Peeter,Setumaa,11,5
Peter / Pietari / Peeter,Siilinjärvi,1,1
Peter / Pietari / Peeter,Simo,4,3
Peter / Pietari / Peeter,Simuna,3,2
Peter / Pietari / Peeter,Sippola,2,1
Peter / Pietari / Peeter,Skuoritsa,1,1
Peter / Pietari / Peeter,Soanlahti,10,8
Peter / Pietari / Peeter,Sodankylä,1,1
Peter / Pietari / Peeter,Soikkola,36,22
Peter / Pietari / Peeter,Somerniemi,1,1
Peter / Pietari / Peeter,Somero,2,2
Peter / Pietari / Peeter,Sonkajärvi,16,16
Peter / Pietari / Peeter,Sortavala,4,4
Peter / Pietari / Peeter,Sotkamo,5,4
Peter / Pietari / Peeter,Soutjärvi,10,8
Peter / Pietari / Peeter,Spankkova,1,1
Peter / Pietari / Peeter,Suistamo,58,24
Peter / Pietari / Peeter,Sulkava,2,2
Peter / Pietari / Peeter,Suojärvi,37,18
Peter / Pietari / Peeter,Suomusjärvi,2,2
Peter / Pietari / Peeter,Suomussalmi,1,1
Peter / Pietari / Peeter,Suonenjoki,1,1
Peter / Pietari / Peeter,Suure-Jaani,10,8
Peter / Pietari / Peeter,Sysmä,1,1
Peter / Pietari / Peeter,Säfsnäs,1,1
Peter / Pietari / Peeter,Säkkijärvi,1,1
Peter / Pietari / Peeter,Säräisniemi,2,2
Peter / Pietari / Peeter,Säämäjärvi,2,1
Peter / Pietari / Peeter,Taipalsaari,3,2
Peter / Pietari / Peeter,Taivassalo,1,1
Peter / Pietari / Peeter,Tammela,1,1
Peter / Pietari / Peeter,Tampere,3,3
Peter / Pietari / Peeter,Tarvastu,9,7
Peter / Pietari / Peeter,Tervo,1,1
Peter / Pietari / Peeter,Tervola,3,2
Peter / Pietari / Peeter,Tohmajärvi,7,5
Peter / Pietari / Peeter,Toksova,10,8
Peter / Pietari / Peeter,Tolmačču,3,3
Peter / Pietari / Peeter,Tori,2,2
Peter / Pietari / Peeter,Torma,9,3
Peter / Pietari / Peeter,Tulemajärvi,6,2
Peter / Pietari / Peeter,Turku,2,1
Peter / Pietari / Peeter,Tuulos,3,3
Peter / Pietari / Peeter,Tuupovaara,6,2
Peter / Pietari / Peeter,Tuusniemi,6,6
Peter / Pietari / Peeter,Tuusula,1,1
Peter / Pietari / Peeter,Tuutari,2,2
Peter / Pietari / Peeter,Tyrvää,3,3
Peter / Pietari / Peeter,Tyrö,8,8
Peter / Pietari / Peeter,Tytärsaari,1,1
Peter / Pietari / Peeter,Tõstamaa,1,1
Peter / Pietari / Peeter,Töysä,5,5
Peter / Pietari / Peeter,Türi,1,1
Peter / Pietari / Peeter,Uhtua,4,4
Peter / Pietari / Peeter,Urjala,1,1
Peter / Pietari / Peeter,Urvaste,8,3
Peter / Pietari / Peeter,Uskela,10,10
Peter / Pietari / Peeter,Uukuniemi,5,2
Peter / Pietari / Peeter,Uurainen,1,1
Peter / Pietari / Peeter,Uusikaupunki,12,8
Peter / Pietari / Peeter,Uusikirkko Tl.,2,2
Peter / Pietari / Peeter,Vahto,2,2
Peter / Pietari / Peeter,Vaivara,5,4
Peter / Pietari / Peeter,Valkeasaari,3,3
Peter / Pietari / Peeter,Valkjärvi,1,1
Peter / Pietari / Peeter,Valtimo,2,2
Peter / Pietari / Peeter,Vanaja,1,1
Peter / Pietari / Peeter,Varbla,1,1
Peter / Pietari / Peeter,Varkaus,3,2
Peter / Pietari / Peeter,Varpaisjärvi,3,3
Peter / Pietari / Peeter,Vastseliina,13,5
Peter / Pietari / Peeter,Vehmersalmi,1,1
Peter / Pietari / Peeter,Venjoki,6,6
Peter / Pietari / Peeter,Veteli,4,1
Peter / Pietari / Peeter,Veśśi,1,1
Peter / Pietari / Peeter,Vieljärvi,6,2
Peter / Pietari / Peeter,Vigala,1,1
Peter / Pietari / Peeter,Vihanti,6,4
Peter / Pietari / Peeter,Viipuri,4,3
Peter / Pietari / Peeter,Viitasaari,6,6
Peter / Pietari / Peeter,Viljakkala,1,1
Peter / Pietari / Peeter,Viljandi,7,5
Peter / Pietari / Peeter,Virolahti,1,1
Peter / Pietari / Peeter,Virtasalmi,6,6
Peter / Pietari / Peeter,Viru-Nigula,4,3
Peter / Pietari / Peeter,Vuokkiniemi,15,6
Peter / Pietari / Peeter,Vuoksela,2,1
Peter / Pietari / Peeter,Vuole,13,12
Peter / Pietari / Peeter,Väike-Maarja,7,3
Peter / Pietari / Peeter,Võnnu,8,5
Peter / Pietari / Peeter,Ylikiiminki,2,2
Peter / Pietari / Peeter,Ylitornio,1,1
Peter / Pietari / Peeter,Ylämaa,2,1
Peter / Pietari / Peeter,Yläne,1,1
Peter / Pietari / Peeter,Ylöjärvi,1,1
Peter / Pietari / Peeter,Ähtäri,1,1
Peter / Pietari / Peeter,Äksi,1,1
Peter / Pietari / Peeter,Östmark,1,1
