person_cluster,person_category,same_person_confidence,mentions,poems,counties,distinct_standard_lemmas,distinct_local_lemmas,distinct_word_normalised_forms,standard_lemma_counts,local_lemma_counts,word_normalised_counts,english_gloss_counts,county_counts,poems_with_multiple_standard_lemmas_in_cluster,example_multi_standard_poem_ids,same_person_note
Simpson,unmapped_possible_person_name,low,1,1,1,1,1,1,Simpson (1),Simpson (1),Simpson (1),Simpson (1),Etelä-Pohjanmaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Sina,unmapped_possible_person_name,low,1,1,1,1,1,1,Sina (1),Sina (1),Sinaan (1),Sinaan (sacred entity) (1),Laatokan Karjala (Raja-Karjala) (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Sineli,unmapped_possible_person_name,low,1,1,1,1,1,1,Sineli (1),sineli (1),Sineli (1),Sineli (1),Viljandimaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Sinetin,unmapped_possible_person_name,low,1,1,1,1,1,1,Sinetin (1),Sinetin (1),Sinetin (1),Sinetin (1),Häme (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Singsongati (name),unmapped_possible_person_name,low,1,1,1,1,1,1,Singsongati (name) (1),singsongati (proper noun) (1),singsongati (1),Singsongati (1),Harjumaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Sinisalust,unmapped_possible_person_name,low,1,1,1,1,1,1,Sinisalust (1),sinisalu+sta (1),Sinisalust (1),from Sinisalu (1),Virumaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Sipakkala,unmapped_possible_person_name,low,1,1,1,1,1,1,Sipakkala (1),Sipakkala (1),Sipakkala (1),Sipakkala (1),Varsinais-Suomi (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Sipi,unmapped_possible_person_name,low,1,1,1,1,1,1,Sipi (1),Sipi (1),Sipi (1),Sipi (1),Länsi-Inkeri (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Sipiria,unmapped_possible_person_name,low,1,1,1,1,1,1,Sipiria (1),Sipiria (1),Sipiria (1),Sipiria (1),Satakunta (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Siplese,unmapped_possible_person_name,low,1,1,1,1,1,1,Siplese (1),Siplese (1),Siplese (1),Siplese (1),Saaremaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Sipola,unmapped_possible_person_name,low,1,1,1,1,1,1,Sipola (1),Sipola (1),Sipolan (1),of Sipola (1),Pohjois-Pohjanmaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Sippa,unmapped_possible_person_name,low,1,1,1,1,1,1,Sippa (1),Sippa (1),Sippojen (1),of Sippa (1),Etelä-Karjala (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Sipro-Jussi,unmapped_possible_person_name,low,1,1,1,1,1,1,Sipro-Jussi (1),Sipro-Jussi (1),Sipro-Jussi (1),Sipro-Jussi (1),Etelä-Karjala (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Sipu,unmapped_possible_person_name,low,1,1,1,1,1,1,Sipu (1),Sipu (1),Sipu (1),Sipu's (1),Harjumaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Sirkkala,unmapped_possible_person_name,low,1,1,1,1,1,1,Sirkkala (1),Sirkkala (1),Sirkkalan (1),of Sirkkala (1),Häme (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Sisilius,unmapped_possible_person_name,low,1,1,1,1,1,1,Sisilius (1),Sisilius (1),Sisiliusko (1),Tsisilius? (1),Viena (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Sisilius-ko,unmapped_possible_person_name,low,1,1,1,1,1,1,Sisilius-ko (1),tsisilius-ko (1),Sisiliusko (1),Sisilius? (1),Viena (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Siunala,unmapped_possible_person_name,low,1,1,1,1,1,1,Siunala (1),Siunala (1),Siunalan (1),Siunala's (1),Häme (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Sivo,unmapped_possible_person_name,low,1,1,1,1,1,1,Sivo (1),Sivo (1),Sivon (1),of Sivo (1),Etelä-Savo (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Skobelev,unmapped_possible_person_name,low,1,1,0,1,1,1,Skobelev (1),Skobelev (1),Skobelev (1),Skobelev (1),,0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Skoiari,unmapped_possible_person_name,low,1,1,1,1,1,1,Skoiari (1),Skoiari (1),Skoiari (1),Skoiar (1),Satakunta (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Soamo,unmapped_possible_person_name,low,1,1,1,1,1,1,Soamo (1),Soamoseh (1),Soamoseen (1),to Soamo (1),Viena (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Soarelainen,unmapped_possible_person_name,low,1,1,1,1,1,1,Soarelainen (1),Soarelainen (1),Soarelainen (1),Soarelainen (1),Aunus (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Soarna,unmapped_possible_person_name,low,1,1,1,1,1,1,Soarna (1),Soarna (1),Soarnan (1),of Soarna (1),Viena (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Sohvi (proper noun),unmapped_possible_person_name,low,1,1,1,1,1,1,Sohvi (proper noun) (1),Sohvi (1),Sohviin (1),to Sohvi (1),Keski-Inkeri (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Sohvia,unmapped_possible_person_name,low,1,1,1,1,1,1,Sohvia (1),Sohvia (1),Sohvia (1),Sohvia (1),Laatokan Karjala (Raja-Karjala) (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Soimen,unmapped_possible_person_name,low,1,1,1,1,1,1,Soimen (1),Soimi (1),Soimen (1),Soimi's (1),Kainuu (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Soimi,unmapped_possible_person_name,low,1,1,1,1,1,1,Soimi (1),Soimi (1),soimilta (1),from-Soimi (1),Pohjois-Karjala (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Solen,unmapped_possible_person_name,low,1,1,1,1,1,1,Solen (1),Solen (1),Solen (1),Solen (1),Keski-Inkeri (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Somer/somero,unmapped_possible_person_name,low,1,1,1,1,1,1,Somer/somero (1),Somer/somero (1),Somerolla/somerolla (1),at Somer/sandy place (1),Keski-Inkeri (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Someri,unmapped_possible_person_name,low,1,1,1,1,1,1,Someri (1),Someri (1),Someri (1),Someri (1),Viena (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Somerolla,unmapped_possible_person_name,low,1,1,1,1,1,1,Somerolla (1),Someroll (1),Somerolla (1),Somerolla (1),Varsinais-Suomi (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Sompsa,unmapped_possible_person_name,low,1,1,1,1,1,1,Sompsa (1),Sompsa (1),Sompsa (1),Sompsa (1),Pohjois-Savo (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Sonni,unmapped_possible_person_name,low,1,1,1,1,1,1,Sonni (1),sonnilla (1),Sonnilla (1),with Sonni (1),Etelä-Karjala (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Sooniste,unmapped_possible_person_name,low,1,1,1,1,1,1,Sooniste (1),Sooniste (1),Soonistese (1),Sooniste's (1),Läänemaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Soperd,unmapped_possible_person_name,low,1,1,1,1,1,1,Soperd (1),Soperd (1),Soperdile (1),to Soperd (1),Virumaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Sopia,unmapped_possible_person_name,low,1,1,1,1,1,1,Sopia (1),Sopia (1),Sopia (1),Sopia (1),Satakunta (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Soppi (dialectal),unmapped_possible_person_name,low,1,1,1,1,1,1,Soppi (dialectal) (1),Zoppi (1),Zoppi (1),Zoppi (1),Laatokan Karjala (Raja-Karjala) (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Sorvasto,unmapped_possible_person_name,low,1,1,1,1,1,1,Sorvasto (1),Sorvasto (1),Sorvaston (1),of Sorvasto (1),Varsinais-Suomi (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Sossola,unmapped_possible_person_name,low,1,1,1,1,1,1,Sossola (1),Sossola (1),Sossolta (1),from Sossola (1),Etelä-Savo (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Spankkovalta,unmapped_possible_person_name,low,1,1,1,1,1,1,Spankkovalta (1),Spankkovalta (1),Spankkovalta (1),Spankko's power (1),Keski-Inkeri (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Spoasa,unmapped_possible_person_name,low,1,1,1,1,1,1,Spoasa (1),Spoasa (1),Spoasa (1),[Spoasa] (1),Laatokan Karjala (Raja-Karjala) (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Stenviiki,unmapped_possible_person_name,low,1,1,1,1,1,1,Stenviiki (1),Stenviiki (1),Stenviikiin (1),to Stenviiki (1),Satakunta (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Stepan,unmapped_possible_person_name,low,1,1,1,1,1,1,Stepan (1),Stepan (1),Stepanal (1),Stepan (1),Vepsäläisalueet (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Stiina,unmapped_possible_person_name,low,1,1,1,1,1,1,Stiina (1),Stiina (1),Stiina (1),Stiina (1),Varsinais-Suomi (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Strutja,unmapped_possible_person_name,low,1,1,1,1,1,1,Strutja (1),Strutja (1),Strutjan (1),Strutja's (1),Laatokan Karjala (Raja-Karjala) (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Stut,unmapped_possible_person_name,low,1,1,1,1,1,1,Stut (1),Stut (1),Stut (1),Stut (1),Etelä-Karjala (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Suari,unmapped_possible_person_name,low,1,1,1,1,1,1,Suari (1),Suaren (1),Suaren (1),Suari's (1),Laatokan Karjala (Raja-Karjala) (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Suella,unmapped_possible_person_name,low,1,1,1,1,1,1,Suella (1),Suella (1),Suella (1),Suella (proper noun) (1),Etelä-Karjala (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Suija,unmapped_possible_person_name,low,1,1,1,1,1,1,Suija (1),Suija (1),Suijalle (1),to Suijala (1),Länsi-Inkeri (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Suikki (toponym),unmapped_possible_person_name,low,1,1,1,1,1,1,Suikki (toponym) (1),Suikki (1),Suikin (1),to Suikki (1),Etelä-Karjala (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Sukki,unmapped_possible_person_name,low,1,1,1,1,1,1,Sukki (1),Sukki (1),Sukki (1),Sukki (1),Häme (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Sule,unmapped_possible_person_name,low,1,1,1,1,1,1,Sule (1),Sule (1),Sulelle (1),for Sule (1),Keski-Suomi (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Sulevi,unmapped_possible_person_name,low,1,1,1,1,1,1,Sulevi (1),Sulevi (1),Sulevi (1),Sulevi's (1),Virumaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Sulli,unmapped_possible_person_name,low,1,1,1,1,1,1,Sulli (1),Sulli (1),Sulli (1),Sulli (1),Tartumaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Sulo,unmapped_possible_person_name,low,1,1,1,1,1,1,Sulo (1),Sulo (1),Sulo (1),Sulo (1),Häme (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Sulonen,unmapped_possible_person_name,low,1,1,1,1,1,1,Sulonen (1),Sulonen (1),Sulosen (1),Sulonen's (1),Etelä-Savo (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Sunder,unmapped_possible_person_name,low,1,1,1,1,1,1,Sunder (1),sunder (1),Sunder (1),Sunder (1),Etelä-Savo (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Sungu,unmapped_possible_person_name,low,1,1,1,1,1,1,Sungu (1),Sungu (1),Sungun (1),Sungu's (1),Aunus (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Sunilla,unmapped_possible_person_name,low,1,1,1,1,1,1,Sunilla (1),Sunilassa (1),Sunilassa (1),at Suni's (1),Etelä-Karjala (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Sunkura,unmapped_possible_person_name,low,1,1,1,1,1,1,Sunkura (1),Sunkura (1),Sunkuran (1),Sunkura's (1),Keski-Inkeri (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Sunna,unmapped_possible_person_name,low,1,1,1,1,1,1,Sunna (1),Sunna (1),Sunna (1),Sunna (1),Pohjois-Savo (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Sunta,unmapped_possible_person_name,low,1,1,1,1,1,1,Sunta (1),Suntakina (1),suntakina (1),as Sunta (1),Keski-Inkeri (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Suntari,unmapped_possible_person_name,low,1,1,1,1,1,1,Suntari (1),Suntari (1),Suntarilla (1),Suntari's (1),Itä- ja Pohjois-Inkeri (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Suntel,unmapped_possible_person_name,low,1,1,1,1,1,1,Suntel (1),Suntel (1),Suntel (1),Suntel (1),Etelä-Karjala (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Suola-Matti,unmapped_possible_person_name,low,1,1,1,1,1,1,Suola-Matti (1),Suola-Matti (1),Suola-Matti (1),Salt-Matti (1),Varsinais-Suomi (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Surju (proper noun),unmapped_possible_person_name,low,1,1,1,1,1,1,Surju (proper noun) (1),Surju (1),Surju (1),Surju (1),Pärnumaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Susanna,unmapped_possible_person_name,low,1,1,1,1,1,1,Susanna (1),Susanna (1),Susanna (1),Susanna (1),Varsinais-Suomi (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Susli,unmapped_possible_person_name,low,1,1,1,1,1,1,Susli (1),Susli (1),Susli (1),Susli (1),Pohjois-Savo (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Sussoine,unmapped_possible_person_name,low,1,1,1,1,1,1,Sussoine (1),Sussoine (1),Sussoine (1),Sussoine (1),Laatokan Karjala (Raja-Karjala) (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Susti,unmapped_possible_person_name,low,1,1,1,1,1,1,Susti (1),Susti (1),Susti (1),Susti (1),Viljandimaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Suttila,unmapped_possible_person_name,low,1,1,1,1,1,1,Suttila (1),Suttila (1),Suttilassa (1),(in) Suttila (1),Satakunta (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Suvi,unmapped_possible_person_name,low,1,1,1,1,1,1,Suvi (1),Suvi (1),Suvelle (1),Suvi (1),Keski-Suomi (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Syvätteri,unmapped_possible_person_name,low,1,1,1,1,1,1,Syvätteri (1),Syvätteri (1),Syvätterillä (1),at Syvätteri (1),Viena (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Säijä,unmapped_possible_person_name,low,1,1,1,1,1,1,Säijä (1),Säijä (1),Säijän (1),of Säijä (1),Satakunta (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Säiniö,unmapped_possible_person_name,low,1,1,1,1,1,1,Säiniö (1),Säiniö (1),Säiniö (1),Säiniö (1),Etelä-Karjala (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Särtti,unmapped_possible_person_name,low,1,1,1,1,1,1,Särtti (1),Särt (1),Särt (1),Särt (1),Peräpohjola (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Säurak,unmapped_possible_person_name,low,1,1,1,1,1,1,Säurak (1),säurak (1),Säurak (1),Säurak (1),Viljandimaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Säätinö,unmapped_possible_person_name,low,1,1,1,1,1,1,Säätinö (1),Säätinö (1),Säätinön (1),of Säätinö (1),Länsi-Inkeri (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Sõero,unmapped_possible_person_name,low,1,1,1,1,1,1,Sõero (1),Sõero (1),Sõero (1),Sõero (1),Järvamaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Sõõru,unmapped_possible_person_name,low,1,1,1,1,1,1,Sõõru (1),Sõõru (1),Sõõrule (1),to Sõõru (1),Tartumaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Taakiainen,unmapped_possible_person_name,low,1,1,1,1,1,1,Taakiainen (1),Taakiainen (1),Taakiainen (1),Taakiainen (1),Varsinais-Suomi (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Taala,unmapped_possible_person_name,low,1,1,1,1,1,1,Taala (1),Taala (1),Taalin (1),Taalin (1),Häme (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Taalikalla-kin,unmapped_possible_person_name,low,1,1,1,1,1,1,Taalikalla-kin (1),taalikalla-kii (1),Taalikallakin (1),at Taalikka's (1),Etelä-Karjala (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Taalikkainen,unmapped_possible_person_name,low,1,1,1,1,1,1,Taalikkainen (1),Taalikkainen (1),Taalikkaisen (1),Taalikkainen's (1),Etelä-Karjala (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Taanaleevi,unmapped_possible_person_name,low,1,1,1,1,1,1,Taanaleevi (1),Taanaleevi (1),Taanaleevi (1),Taanaleevi (mythic figure) (1),Laatokan Karjala (Raja-Karjala) (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Taanikki,unmapped_possible_person_name,low,1,1,1,1,1,1,Taanikki (1),tannikki (1),Taanikki (1),Taanikki (1),Etelä-Karjala (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Taateri,unmapped_possible_person_name,low,1,1,1,1,1,1,Taateri (1),Taateri (1),Taaterin (1),Taateri (1),Pohjois-Savo (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Taavi,unmapped_possible_person_name,low,1,1,1,1,1,1,Taavi (1),Taavi (1),Taavi (1),Taavi (1),Saaremaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Taavo,unmapped_possible_person_name,low,1,1,1,1,1,1,Taavo (1),Taavon (1),Taavon (1),Taavo's (1),Peräpohjola (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tabiola,unmapped_possible_person_name,low,1,1,1,1,1,1,Tabiola (1),Tabiola (1),Tabiolan (1),of Tabiola (1),Laatokan Karjala (Raja-Karjala) (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tadu,unmapped_possible_person_name,low,1,1,1,1,1,1,Tadu (1),Tadu (1),Tadu (1),Tadu (1),Viljandimaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Taheva,unmapped_possible_person_name,low,1,1,1,1,1,1,Taheva (1),Taheva (1),Tahevale (1),to Taheva (1),Võrumaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Taho,unmapped_possible_person_name,low,1,1,1,1,1,1,Taho (1),taho (1),Taho (1),Taho (1),Etelä-Karjala (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tahvana,unmapped_possible_person_name,low,1,1,1,1,1,1,Tahvana (1),Tahvana (1),Tahvanan (1),of Tahvana (1),Etelä-Savo (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tahvanainen,unmapped_possible_person_name,low,1,1,1,1,1,1,Tahvanainen (1),Tahvanainen (1),Tahvanainen (1),Tahva-dweller (1),Peräpohjola (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Taibok,unmapped_possible_person_name,low,1,1,1,1,1,1,Taibok (1),Taibok (1),Taibok (1),Taibok (1),Virumaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Takenberg,unmapped_possible_person_name,low,1,1,1,1,1,1,Takenberg (1),Takenberg (1),Takenberg (1),Takenberg (1),Järvamaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tala,unmapped_possible_person_name,low,1,1,1,1,1,1,Tala (1),Tala (1),Tala (1),Tala (1),Varsinais-Suomi (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Talaperi,unmapped_possible_person_name,low,1,1,1,1,1,1,Talaperi (1),Talaperi (1),Talaperin (1),Talaperi's (1),Pohjois-Savo (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tali,unmapped_possible_person_name,low,1,1,1,1,1,1,Tali (1),Tali (1),Tali (1),Tali (1),Pohjois-Karjala (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Talin,unmapped_possible_person_name,low,1,1,1,1,1,1,Talin (1),Talin (1),Talina (1),Talin's (1),Saaremaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Talinad,unmapped_possible_person_name,low,1,1,1,1,1,1,Talinad (1),talinade (1),Talinad (1),Talinad (1),Tartumaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Talja,unmapped_possible_person_name,low,1,1,1,1,1,1,Talja (1),Talja (1),Talja (1),Talja (1),Etelä-Karjala (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tall,unmapped_possible_person_name,low,1,1,1,1,1,1,Tall (1),Tall (1),Tall (1),(name) (1),Järvamaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tallen,unmapped_possible_person_name,low,1,1,1,1,1,1,Tallen (1),Tallen (1),Tallen (1),Tallen (1),Länsi-Inkeri (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Taller,unmapped_possible_person_name,low,1,1,1,1,1,1,Taller (1),Taller (1),Talleralle (1),to Tallera (1),Järvamaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Talli-Mati,unmapped_possible_person_name,low,1,1,1,1,1,1,Talli-Mati (1),Talli-Mati (1),Talli-Mati (1),(name) (1),Tartumaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tallihants,unmapped_possible_person_name,low,1,1,1,1,1,1,Tallihants (1),Tallihants (1),Tallihantsu (1),Tallihants (1),Virumaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tallus,unmapped_possible_person_name,low,1,1,1,1,1,1,Tallus (1),Tallus (1),Talluksen (1),of Tallus (1),Satakunta (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Talu,unmapped_possible_person_name,low,1,1,1,1,1,1,Talu (1),Talu (1),Talu (1),Talu (1),Pohjois-Savo (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tambora,unmapped_possible_person_name,low,1,1,1,1,1,1,Tambora (1),Tambora (1),Tambora (1),Tambora (1),Võrumaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tammerkoski,unmapped_possible_person_name,low,1,1,1,1,1,1,Tammerkoski (1),Tammerkoski (1),Tammerkosken (1),Tammerkoski's (1),Satakunta (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tamsi,unmapped_possible_person_name,low,1,1,1,1,1,1,Tamsi (1),Tamsi (1),Tamsi (1),Tamsi (1),Saaremaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tanel,unmapped_possible_person_name,low,1,1,1,1,1,1,Tanel (1),Tanel (1),Tanel (1),Tanel (1),Tartumaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tanika,unmapped_possible_person_name,low,1,1,1,1,1,1,Tanika (1),Tanika (1),Tanikan (1),Tanika's (1),Pohjois-Karjala (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tanikka,unmapped_possible_person_name,low,1,1,1,1,1,1,Tanikka (1),Tanikka (1),Tanikka (1),Tanikka (1),Etelä-Karjala (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tanila,unmapped_possible_person_name,low,1,1,1,1,1,1,Tanila (1),Tanila (1),Tanilale (1),to Tanila (1),Võrumaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tanja,unmapped_possible_person_name,low,1,1,1,1,1,1,Tanja (1),tanikka (1),tanike (1),Tanya (1),Häme (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tanno,unmapped_possible_person_name,low,1,1,1,1,1,1,Tanno (1),Tannö (1),Tanno (1),Tanno (1),Setumaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tanoinmartti,unmapped_possible_person_name,low,1,1,1,1,1,1,Tanoinmartti (1),Tanoinmartti (1),Tanoinmartin (1),Tanoinmartti (1),Länsi-Inkeri (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tantruu (proper noun),unmapped_possible_person_name,low,1,1,1,1,1,1,Tantruu (proper noun) (1),Tantruu (1),Tantruu (1),Tantruu (1),Peräpohjola (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tapaninpäivä,unmapped_possible_person_name,low,1,1,1,1,1,1,Tapaninpäivä (1),Tapaninpäivä (1),Tapaninpäivän (1),of St. Stephen's Day (1),Häme (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tapiaini,unmapped_possible_person_name,low,1,1,1,1,1,1,Tapiaini (1),Tapiaini (1),Tapiaini (1),(name) (1),Viena (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tapiola,unmapped_possible_person_name,low,1,1,1,1,1,1,Tapiola (1),Tapiola (1),Tapiolaan (1),to Tapiola (1),Laatokan Karjala (Raja-Karjala) (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tappola,unmapped_possible_person_name,low,1,1,1,1,1,1,Tappola (1),Taappola (+ -han) (1),Taappolaan (1),to Tappola (1),Häme (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Taramäki,unmapped_possible_person_name,low,1,1,1,1,1,1,Taramäki (1),Taramäki (1),Taramäen (1),of Taramäki (1),Varsinais-Suomi (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tari,unmapped_possible_person_name,low,1,1,0,1,1,1,Tari (1),Tari (1),Tarielle (1),to Tari (1),,0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tarm,unmapped_possible_person_name,low,1,1,1,1,1,1,Tarm (1),Tarm (1),Tarma (1),Tarma's (1),Harjumaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
