person_cluster,person_category,same_person_confidence,standard_lemma,local_lemma,word_normalised,root,word_in_english,mentions,poems,counties,county_counts,place_counts
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietari,Pietaris,Pietarissa,Pietari,in St. Petersburg,1,1,1,Laatokan Karjala (Raja-Karjala) (1),Suojärvi (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietari,Pietarissa,Pietarissa,Pietari,in Peter's,1,1,1,Länsi-Inkeri (1),Narvusi (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietari,Pietarissa,Pietarissa,Pietari,in Petersburg,1,1,1,Itä- ja Pohjois-Inkeri (1),Vuole (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietari,Piete,Pietari,Pietari (Peter),Piete,1,1,1,Häme (1),Vanaja (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietari,Pietri,Pietri,Pietari,Peter,1,1,1,Länsi-Inkeri (1),Narvusi (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietari,Pietrus,Pietrus,*Pietari,Peter,1,1,1,Metsäsuomalaisten alue (1),Säfsnäs (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietari,Pietteri,Pietarin,Pietari,Peter's,1,1,1,Länsi-Inkeri (1),Narvusi (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietari,Pietula,Pietulaan,Pietari & -la (locative suffix),to Pietula,1,1,1,Etelä-Karjala (1),Viipuri (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietari,Pietäri,Pietarista,Pietari (toponym),from Pietari,1,1,1,Itä- ja Pohjois-Inkeri (1),Lempaala (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietari,Pietäri,Pietarit,Pietari,Peters,1,1,1,Itä- ja Pohjois-Inkeri (1),Lempaala (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietari,Pietäri,Pietäri,Pietari,Peter,1,1,1,Satakunta (1),Rauma (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietari,Pietäri+n,Pietärin,Pietari (Peter),Peter's,1,1,1,Pohjois-Savo (1),Nilsiä (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietari,Piiteri,Pietariin,Pietari,to Petersburg,1,1,1,Keski-Inkeri (1),Tuutari (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietari,Piiteri,Pietarin,(loan) Sankt-Peterburg,Saint_Petersburg,1,1,1,Aunus (1),Repola (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietari,Piiteri,Pietarin,*Pieteri (loan),Saint Petersburg,1,1,1,Aunus (1),Repola (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietari,Piiteri,Pietarin,Borrowed from Russian Пётр (Pyotr),Saint Petersburg's,1,1,1,Tveri (1),Tolmačču (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietari,Piiteri,Pietarin,Pietari,Petersburg's,1,1,1,Pohjois-Karjala (1),Liperi (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietari,Piiteri,Pietarin,Pietari (Russian loan),St. Petersburg's,1,1,1,Tveri (1),Sandova (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietari,Piiteri,Pietarissa,"Russian ""Peter""",in Petersburg,1,1,1,Tveri (1),Veśśi (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietari,Piiteri,Piiterin,Pietari,Piter's,1,1,1,Pohjois-Karjala (1),Ilomantsi (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietari,Piiteri,Piiterissä,Pietari (Peter),in Petersburg,1,1,1,Keski-Inkeri (1),Liissilä (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietari,Piiteri-n,Pietarin,Pietari (Peter) & -teri (toponymic),Petersburg's,1,1,1,Aunus (1),Kiimaisjärvi (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietari,Piiteri-sh,Pietarissä,Pietari (toponym) + inessive -ssa,in Petersburg,1,1,1,Vepsäläisalueet (1),Soutjärvi (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietari,Piiterihin,Pietariin,Pietari,to St. Petersburg,1,1,1,Aunus (1),Kiimaisjärvi (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietari,Piiterin,Pietarin,Pietari,Petersburg's,1,1,1,Tveri (1),Maksuatiha (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietari,Piter,Piter,Pietari (Greek Petros),Peter,1,1,1,Uusimaa (1),Porvoo mlk (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietari,Piteri,Pietarihin,Pietari & -hVn,to-Petersburg,1,1,1,Vepsäläisalueet (1),Soutjärvi (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietari,Piteri,Pietarista,Питер (Rus.),from-Petersburg,1,1,1,Keski-Inkeri (1),Tyrö (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietari,Piterihe,Pietarihin,Pietari (toponym),to Piter,1,1,1,Vepsäläisalueet (1),Soutjärvi (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietari,Piterski,Pieterski,"Russian ""Питерский""",Petersburg,1,1,1,Vepsäläisalueet (1),Soutjärvi (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietari,Pitjeri,Pietariin,Pietari,to Pitjeri (St. Petersburg),1,1,1,Itä- ja Pohjois-Inkeri (1),Keltto (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietari,Pitteri,Pitteriin,Pietari (St.Petersburg),to Piteri,1,1,1,Keski-Inkeri (1),Moloskovitsa (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietari,Pitteri-st,Pietarista,Pietari,Petersburg,1,1,1,Keski-Inkeri (1),Koprina (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietari,Pitterin,Pietarin,Pietari,Peter's,1,1,1,Keski-Inkeri (1),Moloskovitsa (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietari,Pjetar,Pietari,Pietari,Peter,1,1,1,Etelä-Savo (1),Savitaipale (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietari,Pjetar,Pietarin,Pietari,Peter's,1,1,1,Etelä-Savo (1),Savitaipale (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietari,Ptruus,Pietrus,*Pētruš (Proto-Finnic loan from Biblical names),Peter/Petrus,1,1,1,Häme (1),Renko (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietari,Santta-Pietari,Santapietari,Pietari,Saint Peter,1,1,1,Pohjois-Karjala (1),Eno (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietari,peder,Pietari,Pietari,Peter,1,1,1,Etelä-Savo (1),Etelä-Savo (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietari,pedra,Pedra,Pietari,Peter,1,1,1,Aunus (1),Porajärvi (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietari,pedril,Pedrillä,Pietari,at Peter's,1,1,1,Aunus (1),Säämäjärvi (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietari,pedron,Pietarin,Pietari,Peter's,1,1,1,Länsi-Inkeri (1),Soikkola (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietari,pedäri,Pietari,Pietari,Peter,1,1,1,Etelä-Savo (1),Etelä-Savo (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietari,petra,petran,*Pietari (Peter),Peter's,1,1,1,Pohjois-Karjala (1),Ilomantsi (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietari,petran,Petran,Pietari,Peter's,1,1,1,Etelä-Savo (1),Puumala (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietari,petterii,Pietariin,Pietari (loan),to Peter,1,1,1,Länsi-Inkeri (1),Kattila (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietari,petterissä,Pietarissa,Pietari,in Peter,1,1,1,Länsi-Inkeri (1),Narvusi (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietari,piatari,Pietari,Pietari,Peter,1,1,1,Varsinais-Suomi (1),Merimasku (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietari,piatari,Pietari,Pietari (Biblical loan),Peter,1,1,1,Varsinais-Suomi (1),Pöytyä (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietari,piatari,Pietari,Pietari (proper name),Peter,1,1,1,Varsinais-Suomi (1),Uskela (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietari,piedariki,Pietariki,Pietari,Peter too,1,1,1,Laatokan Karjala (Raja-Karjala) (1),Suistamo (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietari,piedarilla,Pietarilla,Pietari,with Peter,1,1,1,Laatokan Karjala (Raja-Karjala) (1),Suistamo (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietari,pietar,Pietari,Pietari,Peter,1,1,1,Pohjois-Savo (1),Varkaus (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietari,pietar,Pietari,Pietari,St. Petersburg,1,1,1,Etelä-Savo (1),Savitaipale (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietari,pietar,Pietarin,Petrus (Greek),Peter's,1,1,1,Etelä-Karjala (1),Kuolemajärvi (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietari,pietar,Pietarin,Pietari,Peter's,1,1,1,Etelä-Savo (1),Ristiina (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietari,pietar,pietari,Pietari,Peter/staff,1,1,1,Etelä-Karjala (1),Koivisto (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietari,pietari,Pietari,Pietari (Biblical loan),Peter,1,1,1,Peräpohjola (1),Karunki (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietari,pietari,Pietari,Pietari (Peter),Peter,1,1,1,Satakunta (1),Ähtäri (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietari,pietari,Pietarihin,Pietari,to Pietari,1,1,1,Laatokan Karjala (Raja-Karjala) (1),Suistamo (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietari,pietari,pietari,"Greek ""Petros""",Peter,1,1,1,Varsinais-Suomi (1),Uusikaupunki (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietari,pietari,pietari,Greek Petros,Peter,1,1,1,Häme (1),Asikkala (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietari,pietari,pietarista,Pietari,from-Petersburg,1,1,1,Vepsäläisalueet (1),Soutjärvi (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietari,pietarih,Pietarissa,Pietari,Pietari,1,1,1,Laatokan Karjala (Raja-Karjala) (1),Suistamo (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietari,pietariin,Pietariin,Pietari,Saint Petersburg,1,1,1,Itä- ja Pohjois-Inkeri (1),Toksova (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietari,pietariin,Pietariin,Pietari,to Peter,1,1,1,Itä- ja Pohjois-Inkeri (1),Toksova (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietari,pietarilt,Pietarilta,Pietari,from Peter,1,1,1,Itä- ja Pohjois-Inkeri (1),Lempaala (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietari,pietariss,Pietarissa,Pietari,in-Petersburg,1,1,1,Itä- ja Pohjois-Inkeri (1),Vuole (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietari,pietarissa,Pietarissa,Pietari,in Petersburg,1,1,1,Etelä-Karjala (1),Sakkola (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietari,pietarissa,pietarissa,Pietari,in Petersburg,1,1,1,Laatokan Karjala (Raja-Karjala) (1),Suistamo (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietari,pietarist,Pietarista,Pietari,from St. Petersburg,1,1,1,Länsi-Inkeri (1),Narvusi (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietari,pietarj,Pietarin,Pietari,Peter's,1,1,1,Pohjois-Karjala (1),Säyneinen (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietari,piiteri,piiterin,Pietari (loan),Petersburg's,1,1,1,Viena (1),Vuokkiniemi (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietari,piiterihe,Piiteriin,Pietari,to St. Petersburg,1,1,1,Aunus (1),Kuujärvi (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietari,piiterin,Pietarin,German Sankt Peter,of Petersburg,1,1,1,Tveri (1),Tolmačču (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietari,piiteris,Piiterissä,Pietari (Russian Pyotr),in St. Petersburg,1,1,1,Aunus (1),Kuujärvi (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietari,piitteriis,Pietarin,Pietari (Peter),Peter's,1,1,1,Keski-Inkeri (1),Liissilä (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietari,piteri,Pietarist,Pietari,from-Petersburg,1,1,1,Vepsäläisalueet (1),Soutjärvi (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietari (hypothetical),Pier,Pier,Pietari,Pier,1,1,1,Varsinais-Suomi (1),Sauvo (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietarin,Pedran,Pietarin,Pietari,Peter's,1,1,1,Länsi-Inkeri (1),Soikkola (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietarin,Petterin,Pietarin,Pietari,Peter's,1,1,1,Länsi-Inkeri (1),Kattila (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietarin,petran,Pietarin,Pietari,Peter's,1,1,1,Pohjois-Karjala (1),Liperi (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietarin,petterin,Pietarin,Pietari,Peter's,1,1,1,Länsi-Inkeri (1),Kattila (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietarin,pietarin,Pietarin,Pietari,of St. Petersburg,1,1,1,Etelä-Savo (1),Savitaipale (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietarista,Petteri,Pietarista,(proper noun),from Peter,1,1,1,Keski-Inkeri (1),Kaprio (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietarista,Pietari-sta,Pietarista,Pietari,from St. Petersburg,1,1,1,Laatokan Karjala (Raja-Karjala) (1),Suojärvi (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pietarista,pietariist,Pietarista,Pietari,from Peter,1,1,1,Itä- ja Pohjois-Inkeri (1),Lempaala (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Pieter,Pieter,Pieter,Pieter,Peter,1,1,1,Virumaa (1),Viru-Nigula (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Piiter,Piiter,Piiter,Peter (loan),Peter,1,1,1,Võrumaa (1),Räpina (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,Piiter,Piiter,Piiter,Piiter,Peter,1,1,1,Pärnumaa (1),Karksi (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,peedil,peedi+l,peedil,Peeter,on Peeter,1,1,1,Tartumaa (1),Otepää (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,peeter,peeter,peeter,peeter,Peeter,1,1,1,Pärnumaa (1),Pärnu-Jaagupi (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,peeter,peetrikene,Peetrikene,Peeter & -kene,little Peter,1,1,0,,
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,pekk,pekk,pekki,*pekka,fat,1,1,1,Järvamaa (1),Ambla (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,pekka,pekka,Pekka,"Petrus (via Swedish ""Petter"")",Pekka (name/fool),1,1,1,Etelä-Savo (1),Savonlinna (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,pekka,pekka,pekka,*pekka (mythological being),goblin/spirit,1,1,1,Satakunta (1),Huittinen (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,pekka,pekka,pekka,"*pekka (uncertain, possibly substrate)",fellow,1,1,1,Pohjois-Karjala (1),Kontiolahti (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,pekka,pekka,pekka,Pekka (proper name),(name),1,1,1,Varsinais-Suomi (1),Rymättylä (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,pekka,pekka,pekka,Unknown (possibly name),man,1,1,1,Pohjois-Savo (1),Leppävirta (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,pekka,pekka,pekka,pekka,block,1,1,1,Pohjois-Karjala (1),Pyhäselkä (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,pekka,pekka,pekka,"pekka (name), pekka (chunk)",man/block,1,1,1,Etelä-Savo (1),Juva (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,pekka,pekka,pekkasilta,pekka (name),from Pekkas,1,1,1,Laatokan Karjala (Raja-Karjala) (1),Suistamo (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,petteri,petters,petteri,Petrus,Peter,1,1,1,Satakunta (1),Honkajoki (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,pietari,pikipietari,pikipietari,piki & Pietari,Pitch-Peter,1,1,1,Uusimaa (1),Hyvinkää (1)
Peter / Pietari / Peeter,given_name_family_or_biblical,medium,piiter,piiter,piiter,piiter,Peter,1,1,1,Järvamaa (1),Ambla (1)
Peterburg,unmapped_possible_person_name,low,Peterburg,Peterburg,Peterburi,(proper name),to Petersburg,1,1,1,Viljandimaa (1),Suure-Jaani (1)
Peterburi,unmapped_possible_person_name,low,Peterburi,Peeterburi,Peterburi,Proper noun,Peterburi,1,1,1,Virumaa (1),Haljala (1)
Peterburi,unmapped_possible_person_name,low,Peterburi,Peterburi,Peterburi,(proper noun),St. Petersburg's,1,1,1,Saaremaa (1),Muhu (1)
Peterburi,unmapped_possible_person_name,low,Peterburi,Peterburi,Peterburi,(proper noun),to Petersburg,1,1,1,Harjumaa (1),Harju-Madise (1)
Peterburi,unmapped_possible_person_name,low,Peterburi,Peterburi,Peterburi,Proper name,Petersburg's,1,1,1,Võrumaa (1),Rõuge (1)
Peterburi,unmapped_possible_person_name,low,Peterburi,peterpoor,Peterburi,(proper noun),St. Petersburg,1,1,1,Viljandimaa (1),Suure-Jaani (1)
Petja,unmapped_possible_person_name,low,Petja,Petja,Petun,(proper noun),Petja's,1,1,1,Länsi-Inkeri (1),Soikkola (1)
Petlema,unmapped_possible_person_name,low,Petlema,Petlema,Petlema,(proper noun),[to Petle?],1,1,1,Pärnumaa (1),Saarde (1)
Petra,unmapped_possible_person_name,low,Petra,Petra,Petra,(proper name),Petra,1,1,1,Pohjois-Karjala (1),Nurmes (1)
Petra,unmapped_possible_person_name,low,Petra,Petra,Petran,(proper noun),Petra's,1,1,1,Keski-Inkeri (1),Hietamäki (1)
Petra,unmapped_possible_person_name,low,Petra,Petra,petran,(proper name),Petra's,1,1,1,Pohjois-Karjala (1),Valtimo (1)
Petro,unmapped_possible_person_name,low,Petro,Petro,Petrona,(proper name),as Petro,1,1,1,Viena (1),Kontokki (1)
Petseri,unmapped_possible_person_name,low,Petseri,Petseri,Petserisse,(proper noun),to Petseri,1,1,1,Setumaa (1),Setumaa (1)
Petter,unmapped_possible_person_name,low,Petter,Petter,Petter,(proper name),(refrain),1,1,1,Peräpohjola (1),Rovaniemi (1)
Petterpur,unmapped_possible_person_name,low,Petterpur,Petterpur,Petterpur,(proper noun),Petterpur,1,1,1,Tartumaa (1),Rannu (1)
Petu,unmapped_possible_person_name,low,Petu,Petu,Petu,(proper noun),Petu,1,1,1,Tveri (1),Maksuatiha (1)
Petun,unmapped_possible_person_name,low,Petun,Petun,Petun,(personal name),Petu's,1,1,1,Tveri (1),Tolmačču (1)
Pia,unmapped_possible_person_name,low,Pia,pia,Piale,(proper name),to-Pia,1,1,1,Tartumaa (1),Kursi (1)
Pibel,unmapped_possible_person_name,low,Pibel,Pibel,Pibelai,Pibel (proper noun),Pibelai's,1,1,1,Viljandimaa (1),Suure-Jaani (1)
Pielinen,unmapped_possible_person_name,low,Pielinen,Pielinen,Pieliseen,Pielinen (proper noun),to Pielinen,1,1,1,Pohjois-Savo (1),Nilsiä (1)
Pielinen,unmapped_possible_person_name,low,Pielinen,Pielinen,Pielisen,(proper noun),Pielinen,1,1,1,Pohjois-Karjala (1),Kitee (1)
Pielinen,unmapped_possible_person_name,low,Pielinen,Pielinen,Pielisen,Pielinen (lake name),of Pielinen,1,1,1,Pohjois-Karjala (1),Eno (1)
Pielinen,unmapped_possible_person_name,low,Pielinen,Pielinen,Pielisessä,Pielinen (proper noun),in Pielinen,1,1,1,Laatokan Karjala (Raja-Karjala) (1),Suistamo (1)
Pienikki,unmapped_possible_person_name,low,Pienikki,Pienikki,Pienikistä,(proper name) & -sta,from Pienikki,1,1,1,Keski-Inkeri (1),Liissilä (1)
Pieri,unmapped_possible_person_name,low,Pieri,Pieri,Pieri,(proper noun),Pieri,1,1,1,Virumaa (1),Jõhvi (1)
Piesola,unmapped_possible_person_name,low,Piesola,Piesola,Piesolan,(proper noun),of Piesola,1,1,1,Keski-Inkeri (1),Moloskovitsa (1)
Pieti,unmapped_possible_person_name,low,Pieti,Piete,Piete,proper noun,Pieti,1,1,1,Häme (1),Loppi (1)
Pietikkö,unmapped_possible_person_name,low,Pietikkö,Pietikkö,Pietikkö,(proper noun),Pietikkö,1,1,1,Keski-Suomi (1),Kivijärvi (1)
Pietilä,unmapped_possible_person_name,low,Pietilä,Pietilä,Pietilän,Pieti (personal name) + -la (locative suffix),Pietilä's,1,1,1,Pohjois-Pohjanmaa (1),Oulu (1)
Pietilä,unmapped_possible_person_name,low,Pietilä,Pietilä,Pietilään,Pieti (name) & -lä,to Pietilä,1,1,1,Etelä-Pohjanmaa (1),Kortesjärvi (1)
Pietlä,unmapped_possible_person_name,low,Pietlä,Pietlä,Pietlän,Pietlä (proper noun),Pietlä's,1,1,1,Varsinais-Suomi (1),Laitila (1)
Pietola,unmapped_possible_person_name,low,Pietola,Piedula,Pietolah,Pieto (proper noun root) + la (locative suffix),to Piedula,1,1,1,Laatokan Karjala (Raja-Karjala) (1),Korpiselkä (1)
Pietola,unmapped_possible_person_name,low,Pietola,Pietola,Pietolaan,Proper noun Pieto + locative suffix -la,to Pietola,1,1,1,Laatokan Karjala (Raja-Karjala) (1),Sortavala (1)
Piettilä,unmapped_possible_person_name,low,Piettilä,Piettilää,Piettilään,Pietti (proper noun) + -lä (locative suffix),to Piettilä,1,1,1,Länsi-Inkeri (1),Narvusi (1)
Piettula,unmapped_possible_person_name,low,Piettula,Piettula,Piettulaan,Piettu (proper name) & -la (place suffix),to Piettula,1,1,1,Länsi-Inkeri (1),Narvusi (1)
Pietula,unmapped_possible_person_name,low,Pietula,Pietula,Pietulaan,Pietu (proper name) & -la (locative suffix),to Pietula,1,1,1,Etelä-Savo (1),Kangaslampi (1)
Pietula,unmapped_possible_person_name,low,Pietula,Pietula,Pietulaan,Proper noun (Pietu + -la place suffix),Pietula,1,1,1,Pohjois-Savo (1),Sonkajärvi (1)
Pietula,unmapped_possible_person_name,low,Pietula,Pietulaan,Pietulaan,Pietula (proper noun),to Pietula,1,1,1,Etelä-Savo (1),Heinävesi (1)
Pihelgas,unmapped_possible_person_name,low,Pihelgas,Pihelgas,Pihelgase,(Proper name),Pihelgas's,1,1,1,Pärnumaa (1),Pärnu-Jaagupi (1)
Pihka-Antti,unmapped_possible_person_name,low,Pihka-Antti,Pihka-Antti,Pihka-Antin,pihka (resin) & Antti (proper name),Pitch-Antti's,1,1,1,Etelä-Pohjanmaa (1),Kauhava (1)
Pihka-Heikki,unmapped_possible_person_name,low,Pihka-Heikki,Pihka-Heikin,Pihka-Heikin,pihka (resin) & Heikki (name),Pihka-Heikki's,1,1,1,Peräpohjola (1),Kemijärvi (1)
Pihka-Heikki,unmapped_possible_person_name,low,Pihka-Heikki,Pihka-Heikki,Pihka-Heikin,pihka (resin) & Heikki (name),Resin-Heikki's,1,1,1,Häme (1),Janakkala (1)
Pihka-Heikki,unmapped_possible_person_name,low,Pihka-Heikki,Pihka-Heikki,Pihka-Heikin,pihka (resin) & Heikki (proper name),Pitch-Heikki's,1,1,1,Häme (1),Lahti (1)
Pihkaheikki,unmapped_possible_person_name,low,Pihkaheikki,Pihkaheikki,Pihkaheikin,pihka (resin) & Heikki (name),Pihkaheikki's,1,1,1,Satakunta (1),Kangasala (1)
Pihkaheikki,unmapped_possible_person_name,low,Pihkaheikki,Pihkaheikki,Pihkaheikin,pihka (resin/pitch) & Heikki (proper name),Pitch-Heikki's,1,1,1,Uusimaa (1),Helsinki (1)
Pihkeva,unmapped_possible_person_name,low,Pihkeva,Pihkeva,Pihkevast,(proper name),from Pihkeva,1,1,1,Võrumaa (1),Räpina (1)
Pihlassoo,unmapped_possible_person_name,low,Pihlassoo,Pihlassoo,Pihlassoo,proper name,Pihlassoo,1,1,1,Saaremaa (1),Anseküla (1)
Piibe,unmapped_possible_person_name,low,Piibe,Piibe,Piibe,(proper name?),Piibe,1,1,1,Virumaa (1),Rakvere (1)
Piiben,unmapped_possible_person_name,low,Piiben,Piiben,Piibeni,Proper name,Piiben's,1,1,1,Virumaa (1),Väike-Maarja (1)
Piibu,unmapped_possible_person_name,low,Piibu,Piibu,Piibu,Piibu (proper name),Piibu,1,1,1,Läänemaa (1),Lääne-Nigula (1)
Piider,unmapped_possible_person_name,low,Piider,Piider,Piider,Piider (proper name),Piider,1,1,1,Pärnumaa (1),Halliste (1)
Piikki-Heikki,unmapped_possible_person_name,low,Piikki-Heikki,Piikki-Heikki,Piikki-Heikin,piikki (spike) & Heikki (proper name),Spike-Heikki's,1,1,1,Häme (1),Hattula (1)
Piipa (proper noun),unmapped_possible_person_name,low,Piipa (proper noun),Piipaan (illative),Piipaan,*Piipa (proper name),to_Piipa,1,1,1,Peräpohjola (1),Kemi (1)
Piipe,unmapped_possible_person_name,low,Piipe,Piipe,Piipe,Proper name,Piipe,1,1,1,Järvamaa (1),Ambla (1)
Piippa/piipu,unmapped_possible_person_name,low,Piippa/piipu,Piippa,Piippaun,Proper name *Piippa* or piipu (pipe),Piippa's/pipe's,1,1,1,Peräpohjola (1),Kemi (1)
Piippo,unmapped_possible_person_name,low,Piippo,Piippo,Piippo,(personal name),Piippo,1,1,1,Länsi-Inkeri (1),Soikkola (1)
Piispala,unmapped_possible_person_name,low,Piispala,Piispala,Piispalaan,(proper noun),to Piispala,1,1,1,Keski-Suomi (1),Kivijärvi (1)
Piista,unmapped_possible_person_name,low,Piista,Piista,Piistale,(proper noun),to Piista,1,1,1,Pärnumaa (1),Tori (1)
Piista,unmapped_possible_person_name,low,Piista,Piista,Piistale,Proper name,to Piista,1,1,1,Pärnumaa (1),Tori (1)
Piiter,unmapped_possible_person_name,low,Piiter,Piiter,Piiter,(proper name),Piiter's,1,1,1,Pärnumaa (1),Halliste (1)
Piiter,unmapped_possible_person_name,low,Piiter,Piiter,Piitrele,(proper name),to Piiter,1,1,1,Pärnumaa (1),Halliste (1)
