person_cluster,person_category,same_person_confidence,standard_lemma,local_lemma,word_normalised,root,word_in_english,mentions,poems,counties,county_counts,place_counts
Anna / Anne / Ann / Anni,given_name_family,medium,Anni,Anni,Anni,Anna,Anni,75,44,15,Laatokan Karjala (Raja-Karjala) (19); Keski-Inkeri (10); Länsi-Inkeri (7); Itä- ja Pohjois-Inkeri (7); Aunus (6); Viena (6); Etelä-Karjala (6); Pohjois-Karjala (5),Suojärvi (11); Vuole (5); Kontokki (5); Soikkola (4); Korpiselkä (4); Ilomantsi (4); Rõuge (3); Suistamo (3)
Martin / Mart / Märt,given_name_family,medium,Märt,Märt,Märt,Märt,Märt,74,27,5,Viljandimaa (43); Tartumaa (18); Pärnumaa (8); Võrumaa (4); välismaa (1),Tarvastu (18); Paistu (11); Viljandi (6); Võnnu (5); Rõngu (5); Karksi (5); Sangaste (3); Urvaste (3)
God / Jumala / Jumal,religious_title_or_deity,medium,looja,looja,looja,looma,creator,73,54,9,Viljandimaa (19); Pärnumaa (15); Virumaa (15); Järvamaa (5); Harjumaa (5); Saaremaa (5); Tartumaa (5); Läänemaa (2),Haljala (5); Helme (5); Karksi (4); Audru (3); Pärnu-Jaagupi (3); Viljandi l. (3); Jõhvi (3); Järva-Jaani (3)
Martin / Mart / Märt,given_name_family,medium,mard,marti,marti,Mard,Martin,73,1,1,Tartumaa (73),Torma (73)
John / Jaan / Jussi / Hans,given_name_family_or_biblical,medium,Jaan,Jaan,Jaani,Jaan,Jaan's,72,51,10,Läänemaa (15); Tartumaa (14); Viljandimaa (13); Järvamaa (8); Pärnumaa (6); Harjumaa (6); Saaremaa (4); Virumaa (3),Kolga-Jaani (6); Märjamaa (6); Sangaste (4); Hanila (4); Tartu (4); Koeru (3); Halliste (2); Karksi (2)
Maie,unmapped_possible_person_name,low,Maie,Maie,Maie,Maie,Maie,72,21,7,Virumaa (47); Pärnumaa (12); Viljandimaa (8); Järvamaa (2); Tartumaa (1); Harjumaa (1); Võrumaa (1),Simuna (19); Viru-Nigula (11); Vaivara (8); Karksi (6); Väike-Maarja (5); Paistu (5); Iisaku (2); Halliste (2)
Anna / Anne / Ann / Anni,given_name_family,medium,Ann,Ann,Ann,Anna,Ann,71,36,10,Virumaa (13); Viljandimaa (13); Läänemaa (12); Tartumaa (8); Harjumaa (5); Võrumaa (5); Pärnumaa (4); Järvamaa (2),Vigala (9); Jõhvi (5); Kadrina (4); Kose (4); Viljandi (4); Viru-Jaagupi (3); Kolga-Jaani (3); Vändra (3)
Mai,unmapped_possible_person_name,low,Mai,Mai,Mai,Mai,Mai,70,28,7,Pärnumaa (18); Virumaa (16); Harjumaa (15); Viljandimaa (9); Järvamaa (8); Tartumaa (3); Läänemaa (1),Halliste (17); Kuusalu (9); Haljala (5); Kose (5); Vaivara (4); Viru-Nigula (4); Kolga-Jaani (4); Paide (4)
God / Jumala / Jumal,religious_title_or_deity,medium,jumala,jumala,jumalan,jumala,God's,69,50,12,Laatokan Karjala (Raja-Karjala) (18); Etelä-Savo (10); Länsi-Inkeri (8); Viena (7); Keski-Inkeri (7); Pohjois-Karjala (7); Kainuu (3); Pohjois-Savo (3),Suistamo (10); Vuokkiniemi (7); Soikkola (5); Etelä-Savo (5); Impilahti (5); Joroinen (4); Narvusi (3); Moloskovitsa (3)
Lauri,unmapped_possible_person_name,low,Lauri,Lauri,Lauri,Lauri,Lauri,68,43,17,Etelä-Karjala (15); Itä- ja Pohjois-Inkeri (11); Etelä-Savo (6); Keski-Inkeri (6); Aunus (5); Harjumaa (4); Laatokan Karjala (Raja-Karjala) (3); välismaa (2),Lempaala (8); Lavansaari (5); Porajärvi (5); Kuusalu (4); Uusikirkko Vpl. (4); Korpiselkä (3); Moloskovitsa (3); välismaa (2)
Ukko,mythic_or_religious_deity,medium,ukko,ukko,ukon,ukko,old man's,68,47,15,Pohjois-Karjala (23); Laatokan Karjala (Raja-Karjala) (9); Etelä-Karjala (8); Itä- ja Pohjois-Inkeri (5); Keski-Suomi (4); Pohjois-Savo (4); Etelä-Savo (2); Viena (2),Ilomantsi (20); Suistamo (4); Vuole (3); Suojärvi (2); Sakkola (2); Kesälahti (2); Kivennapa (2); Saarijärvi (2)
George / Jüri,given_name_family_or_saint,medium,Jüri,Jüri,Jüri,Jüri,George,67,47,10,Tartumaa (11); Viljandimaa (9); Harjumaa (9); Virumaa (8); Võrumaa (7); Pärnumaa (7); Saaremaa (7); Setumaa (3),Karja (4); Halliste (4); Põltsamaa (3); Rõngu (3); Kuusalu (3); Viljandi (3); Võrumaa (3); Setumaa (3)
God / Jumala / Jumal,religious_title_or_deity,medium,herra,herra,herran,herra,Lord's,65,54,16,Pohjois-Karjala (12); Laatokan Karjala (Raja-Karjala) (11); Pohjois-Savo (8); Itä- ja Pohjois-Inkeri (5); Keski-Inkeri (4); Etelä-Savo (4); Pohjois-Pohjanmaa (3); Varsinais-Suomi (3),Suistamo (5); Nilsiä (3); Impilahti (3); Etelä-Savo (3); Kontiolahti (2); Porajärvi (2); Itä- ja Pohjois-Inkeri (2); Oulu (2)
John / Jaan / Jussi / Hans,given_name_family_or_biblical,medium,Jaan,Jaan,Jaani,Jaan,John's,65,48,9,Viljandimaa (20); Virumaa (14); Tartumaa (9); Järvamaa (6); Pärnumaa (6); Läänemaa (5); Harjumaa (3); Võrumaa (1),Haljala (6); Suure-Jaani (6); Paistu (5); Kolga-Jaani (5); Ambla (2); Laiuse (2); Jõhvi (2); Peetri (2)
Anna / Anne / Ann / Anni,given_name_family,medium,Anni,Anni,Anni,Anni,Anni,64,45,14,Keski-Inkeri (15); Etelä-Karjala (12); Länsi-Inkeri (8); Pohjois-Karjala (7); Laatokan Karjala (Raja-Karjala) (5); Etelä-Savo (4); Itä- ja Pohjois-Inkeri (3); Harjumaa (2),Koprina (8); Narvusi (5); Pohjois-Karjala (4); Seiskari (3); Soikkola (3); Vuole (3); Suojärvi (3); Risti (2)
God / Jumala / Jumal,religious_title_or_deity,medium,jumal,jumal,jumala,jumal,God's,64,45,10,Pärnumaa (14); Viljandimaa (13); Järvamaa (10); Tartumaa (6); Läänemaa (6); Harjumaa (4); Saaremaa (3); Setumaa (3),Saarde (7); Helme (4); Häädemeeste (3); Ambla (3); Setumaa (3); Kodavere (3); Suure-Jaani (3); Koeru (2)
God / Jumala / Jumal,religious_title_or_deity,medium,luoja,luoja,Luoja,luoda,Creator,62,43,10,Länsi-Inkeri (21); Itä- ja Pohjois-Inkeri (11); Keski-Inkeri (8); Laatokan Karjala (Raja-Karjala) (7); Pohjois-Karjala (7); Pohjois-Savo (2); Etelä-Savo (2); Aunus (2),Narvusi (17); Itä- ja Pohjois-Inkeri (5); Suojärvi (4); Lempaala (4); Suistamo (3); Kaprio (3); Keski-Inkeri (2); Länsi-Inkeri (2)
Andrew / Antti,given_name_family_or_saint,medium,Antti,Antti,Antti,Antti (proper noun),Antti,61,59,15,Häme (9); Etelä-Savo (9); Pohjois-Karjala (8); Keski-Suomi (6); Pohjois-Savo (6); Etelä-Pohjanmaa (4); Etelä-Karjala (4); Laatokan Karjala (Raja-Karjala) (3),Sortavala (3); Taipalsaari (3); Pielisjärvi (3); Kangasniemi (2); Nurmes (2); Pielavesi (2); Räisälä (2); Saarijärvi (2)
God / Jumala / Jumal,religious_title_or_deity,medium,luoja,luoja,luojan,luoda,creator's,61,46,11,Laatokan Karjala (Raja-Karjala) (13); Etelä-Savo (10); Pohjois-Karjala (8); Kainuu (6); Länsi-Inkeri (6); Viena (5); Pohjois-Savo (4); Aunus (3),Suistamo (8); Kajaani (4); Narvusi (4); Vuokkiniemi (3); Kerimäki (3); Impilahti (3); Joroinen (3); Etelä-Savo (2)
Martin / Mart / Märt,given_name_family,medium,mart,mart,mart,mart,Martin,61,15,6,Läänemaa (18); Viljandimaa (12); Järvamaa (9); Harjumaa (8); Pärnumaa (7); Virumaa (7),Varbla (9); Ambla (9); Suure-Jaani (7); Hageri (7); Läänemaa (7); Pärnu (3); Viru-Nigula (3); Viljandi (2)
Catherine / Kadri / Katri,given_name_family_or_saint,medium,Kaisa,Kaisa,Kaisa,Kaisa,Kaisa,60,42,13,Pohjois-Karjala (14); Länsi-Inkeri (13); Etelä-Savo (11); Keski-Inkeri (4); Satakunta (3); Viena (2); Keski-Suomi (2); Uusimaa (2),Soikkola (7); Narvusi (6); Tuupovaara (6); Lemi (4); Rääkkylä (3); Tyrö (3); Pohjois-Karjala (3); Uhtua (2)
Martin / Mart / Märt,given_name_family,medium,märt,märti,märti,proper name,(refrain),60,1,2,Pärnumaa (30); Tartumaa (30),Halliste (30); Rõngu (30)
Mary / Maria / Maarja / Mari,biblical_religious,medium,mari,mari,marju,mari,berries,59,49,11,Virumaa (15); Viljandimaa (9); Harjumaa (8); Tartumaa (8); Pärnumaa (5); Võrumaa (4); välismaa (3); Läänemaa (2),Haljala (10); Kuusalu (6); Kolga-Jaani (5); Maarja-Magdaleena (4); Palamuse (3); välismaa (3); Tori (2); Urvaste (2)
Tuoni,mythic_deity,high,Tuoni,Tuoni,Tuonen,Tuoni,Tuoni's,59,46,13,Keski-Inkeri (14); Pohjois-Karjala (12); Länsi-Inkeri (9); Etelä-Karjala (7); Itä- ja Pohjois-Inkeri (6); Peräpohjola (2); Laatokan Karjala (Raja-Karjala) (2); Etelä-Savo (2),Tyrö (6); Narvusi (5); Soikkola (4); Koprina (4); Nurmes (4); Lempaala (3); Ilomantsi (3); Sakkola (2)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalev,Kalev,Kalevi,Kalev,Kalev's,58,44,10,Virumaa (16); Harjumaa (12); Tartumaa (6); Järvamaa (5); Saaremaa (5); Viljandimaa (5); välismaa (3); Pärnumaa (3),Kuusalu (5); Muhu (5); Harju-Jaani (4); Haljala (4); Jõhvi (4); välismaa (3); Kadrina (3); Ambla (2)
Lauri,unmapped_possible_person_name,low,Lauri,Lauri,Laurin,Lauri,Lauri's,58,43,13,Etelä-Karjala (18); Itä- ja Pohjois-Inkeri (14); Laatokan Karjala (Raja-Karjala) (5); Etelä-Savo (4); Aunus (4); Satakunta (3); Länsi-Inkeri (3); Keski-Inkeri (2),Lempaala (9); Rautu (8); Valkjärvi (3); Vuole (3); Tulemajärvi (3); Puumala (2); Sakkola (2); Kivennapa (2)
Salme,unmapped_possible_person_name,low,Salme,Salme,Salme,Salme,Salme,58,22,8,Virumaa (33); Viljandimaa (7); Tartumaa (6); Järvamaa (4); Saaremaa (4); Harjumaa (2); Pärnumaa (1); Länsi-Inkeri (1),Lüganuse (12); Põltsamaa (7); Jõhvi (6); Simuna (5); Vaivara (5); Muhu (4); Järva-Madise (2); Haljala (2)
Mary / Maria / Maarja / Mari,biblical_religious,medium,Maria,Maaria,Maaria,Maria,Mary,57,48,15,Laatokan Karjala (Raja-Karjala) (12); Pohjois-Karjala (10); Länsi-Inkeri (9); Aunus (4); Varsinais-Suomi (4); Häme (4); Kainuu (3); Satakunta (2),Suistamo (7); Soikkola (6); Porajärvi (4); Marttila (4); Narvusi (3); Isojoki (2); Tuupovaara (2); Suojärvi (2)
Mary / Maria / Maarja / Mari,biblical_religious,medium,mari,mari,mari,mari,berry,57,50,10,Setumaa (16); Virumaa (10); Võrumaa (10); Tartumaa (8); Viljandimaa (5); Harjumaa (2); Pärnumaa (2); Saaremaa (1),Setumaa (16); Sangaste (4); Räpina (3); Kadrina (3); Haljala (2); Helme (2); Jõhvi (2); Paistu (2)
Ukko,mythic_or_religious_deity,medium,ukko,ukko,ukot,ukko,men,57,45,13,Länsi-Inkeri (19); Laatokan Karjala (Raja-Karjala) (8); Keski-Inkeri (8); Etelä-Savo (5); Etelä-Karjala (4); Peräpohjola (3); Pohjois-Karjala (2); Itä- ja Pohjois-Inkeri (2),Narvusi (13); Soikkola (6); Kaprio (4); Kittilä (3); Juuka (2); Metsäpirtti (2); Korpiselkä (2); Uukuniemi (2)
God / Jumala / Jumal,religious_title_or_deity,medium,Jumala,Jumala,Jumala,*jumala,God,56,49,11,Länsi-Inkeri (11); Laatokan Karjala (Raja-Karjala) (11); Itä- ja Pohjois-Inkeri (7); Pohjois-Karjala (7); Etelä-Karjala (5); Etelä-Savo (5); Pohjois-Savo (5); Viena (2),Narvusi (9); Korpiselkä (5); Lempaala (5); Salmi (3); Pistojärvi (2); Suistamo (2); Kiihtelysvaara (2); Soikkola (2)
Jesus / Christ,biblical_religious,high,Kristus,Kristus,Kristus,Kristus,Christ,56,42,21,Laatokan Karjala (Raja-Karjala) (8); Tartumaa (7); Võrumaa (4); Pärnumaa (4); Harjumaa (3); Viljandimaa (3); Häme (3); Aunus (3),Korpiselkä (6); Kuusalu (3); Saarde (3); Repola (3); Liissilä (3); välismaa (2); Türi (2); Kodavere (2)
Catherine / Kadri / Katri,given_name_family_or_saint,medium,katri,katri,katri,(refrain element),(refrain),55,1,1,Viljandimaa (55),Paistu (55)
God / Jumala / Jumal,religious_title_or_deity,medium,jumal,jummal,jumal,jumal,God,55,39,5,Võrumaa (31); Setumaa (9); Tartumaa (7); Valgamaa (1); välismaa (1),Setumaa (9); Urvaste (8); Vastseliina (5); Põlva (4); Võrumaa (4); Räpina (3); Otepää (3); Sangaste (2)
Ilmarinen,mythic_epic,high,Ilmarinen,Ilmarinen,Ilmarinen,Ilmarinen,Ilmarinen,55,30,7,Pohjois-Karjala (27); Laatokan Karjala (Raja-Karjala) (10); Aunus (5); Etelä-Savo (4); Pohjois-Savo (3); Kainuu (2); Etelä-Karjala (1),Ilomantsi (15); Suojärvi (6); Kitee (5); Tulemajärvi (4); Korpiselkä (3); Juva (2); Paltamo (2); Pielisjärvi (2)
God / Jumala / Jumal,religious_title_or_deity,medium,herra,herra,herrat,herra,gentlemen,53,46,14,Häme (9); Satakunta (9); Varsinais-Suomi (6); Etelä-Karjala (5); Itä- ja Pohjois-Inkeri (5); Laatokan Karjala (Raja-Karjala) (3); Länsi-Inkeri (3); Keski-Inkeri (3),Nokia (6); Narvusi (3); Lempaala (3); Uskela (3); Somero (2); Suojärvi (2); Jämsä (2); Uusikirkko Vpl. (2)
Elizabeth / Liisa / Liisu / Elli,given_name_family,medium,Elina,Elina,Elina,Elina,Elina,52,20,4,Satakunta (41); Länsi-Inkeri (5); Varsinais-Suomi (5); Häme (1),Karkku (18); Tyrvää (12); Tottijärvi (8); Narvusi (5); Marttila (5); Vesilahti (3); Hartola (1)
Tapio,mythic_deity,high,Tapio,Tapio,Tapion,Tapio,Tapio's,52,36,9,Pohjois-Karjala (20); Laatokan Karjala (Raja-Karjala) (18); Etelä-Savo (3); Häme (2); Keski-Suomi (2); Pohjois-Savo (2); Kainuu (2); Aunus (2),Ilomantsi (16); Suistamo (7); Salmi (4); Impilahti (3); Kivijärvi (2); Iisalmi (2); Etelä-Savo (2); Korpiselkä (2)
Tuoni,mythic_deity,high,Tuoni,Tuoni,Tuonen,Tuoni,Death's,52,32,10,Laatokan Karjala (Raja-Karjala) (10); Keski-Inkeri (10); Länsi-Inkeri (9); Pohjois-Karjala (7); Aunus (4); Etelä-Karjala (3); Itä- ja Pohjois-Inkeri (3); Pohjois-Pohjanmaa (2),Suistamo (8); Moloskovitsa (5); Repola (4); Narvusi (4); Itä- ja Pohjois-Inkeri (3); Keski-Inkeri (3); Länsi-Inkeri (3); Sakkola (2)
Anna / Anne / Ann / Anni,given_name_family,medium,Anni,Anni,Anni,Anna (diminutive),Anni,51,46,20,Keski-Inkeri (7); Etelä-Karjala (7); Aunus (5); Häme (4); Laatokan Karjala (Raja-Karjala) (4); Harjumaa (3); Peräpohjola (3); Viena (2),Koivisto (4); Kuusalu (3); Karunki (2); Moloskovitsa (2); Tulemajärvi (2); Rukajärvi (2); Tyrö (2); Vuole (2)
God / Jumala / Jumal,religious_title_or_deity,medium,herra,herra,Herra,herra,Lord,51,45,16,Itä- ja Pohjois-Inkeri (8); Häme (7); Satakunta (5); Etelä-Savo (5); Keski-Inkeri (5); Etelä-Karjala (4); Laatokan Karjala (Raja-Karjala) (3); Varsinais-Suomi (2),Liissilä (4); Lempaala (4); Itä- ja Pohjois-Inkeri (3); Nilsiä (2); Korpiselkä (2); Lavansaari (2); Narvusi (2); Luhanka (2)
Martin / Mart / Märt,given_name_family,medium,märti,märti,märti,(refrain),Märti,51,1,1,Pärnumaa (51),Halliste (51)
God / Jumala / Jumal,religious_title_or_deity,medium,herra,herra,herra,herra,Lord,50,37,12,Pohjois-Karjala (18); Laatokan Karjala (Raja-Karjala) (6); Itä- ja Pohjois-Inkeri (5); Keski-Inkeri (3); Satakunta (3); Peräpohjola (3); Varsinais-Suomi (2); Etelä-Karjala (2),Tuupovaara (7); Ilomantsi (4); Tyrvää (3); Lempaala (3); Sodankylä (2); Impilahti (2); Suojärvi (2); Tohmajärvi (2)
John / Jaan / Jussi / Hans,given_name_family_or_biblical,medium,jaan,jaanike,jaanike,jaan,little Jaan,50,1,1,Viljandimaa (50),Paistu (50)
Matthew / Matti,given_name_family,medium,Matti,Matti,Matti,Matti (given name),Matti,50,38,14,Häme (10); Keski-Suomi (9); Etelä-Pohjanmaa (5); Uusimaa (4); Pohjois-Karjala (3); Etelä-Karjala (3); Etelä-Savo (3); Länsi-Inkeri (3),Saarijärvi (9); Forssa (2); Uskela (2); Lapväärtti (2); Keminmaa (2); Narvusi (2); Pohjois-Karjala (2); Hauho (2)
Catherine / Kadri / Katri,given_name_family_or_saint,medium,Katri,Katri,Katri,Katri (name),Katri,49,2,2,Viljandimaa (48); Virumaa (1),Viljandi (48); Viru-Nigula (1)
Malle,unmapped_possible_person_name,low,Malle,Malle,Malle,Malle,Malle,48,34,9,Viljandimaa (16); Läänemaa (10); Virumaa (7); Tartumaa (4); Pärnumaa (4); Järvamaa (2); välismaa (1); Harjumaa (1),Viljandi (7); Vigala (5); Paistu (4); Saarde (2); Kadrina (2); Märjamaa (2); Lihula (2); Äksi (1)
Jesus / Christ,biblical_religious,high,Jeesus,Jeesus,Jeesus,Jeesus (loan),Jesus,47,37,18,Laatokan Karjala (Raja-Karjala) (9); Itä- ja Pohjois-Inkeri (6); Pohjois-Karjala (5); Keski-Inkeri (4); Etelä-Karjala (3); Virumaa (2); Tartumaa (2); Satakunta (2),Suistamo (9); Lempaala (5); Sakkola (2); Vesilahti (2); Tyrö (2); Liperi (2); Viru-Nigula (1); Jõelähtme (1)
Lemminkäinen,mythic_epic,high,Lemminkäinen,Lemminkäinen,Lemminkäinen,Lemminkäinen,Lemminkäinen,47,17,6,Aunus (19); Keski-Suomi (11); Viena (6); Laatokan Karjala (Raja-Karjala) (5); Pohjois-Karjala (4); Varsinais-Suomi (2),Saarijärvi (11); Porajärvi (10); Kiimaisjärvi (5); Repola (4); Jyskyjärvi (3); Ilomantsi (3); Suistamo (3); Kontokki (2)
John / Jaan / Jussi / Hans,given_name_family_or_biblical,medium,Jaan,Jaan,Jaan,Johannes,Jaan,46,22,8,Võrumaa (15); Läänemaa (11); Viljandimaa (6); Harjumaa (3); Virumaa (3); Tartumaa (2); Pärnumaa (2); Saaremaa (1),Räpina (11); Karuse (5); Vigala (4); Rõuge (4); Rapla (3); Kolga-Jaani (3); Tori (2); Suure-Jaani (2)
Judas / Juudas,biblical_religious,high,Juudas,Juutas,Juutas,Juudas,Judas,46,35,8,Pohjois-Karjala (22); Laatokan Karjala (Raja-Karjala) (16); Pohjois-Pohjanmaa (2); Itä- ja Pohjois-Inkeri (2); Pohjois-Savo (1); Peräpohjola (1); Kainuu (1); Etelä-Savo (1),Suistamo (11); Kitee (5); Ilomantsi (5); Rääkkylä (4); Salmi (2); Vuole (2); Suojärvi (2); Kiihtelysvaara (2)
Kalev / Kalervo,mythic_epic_or_name,medium,Kalervo,Kalervo,Kalervon,Kalervo,Kalervo's,46,38,5,Länsi-Inkeri (18); Laatokan Karjala (Raja-Karjala) (13); Keski-Inkeri (7); Itä- ja Pohjois-Inkeri (5); Aunus (3),Narvusi (10); Suojärvi (8); Soikkola (7); Kaprio (5); Suistamo (3); Repola (3); Lempaala (3); Vuole (2)
Martin / Mart / Märt,given_name_family,medium,Märt,Märti,Märti,Märt,Märt's,46,7,4,Tartumaa (23); Võrumaa (21); Viljandimaa (1); Pärnumaa (1),Urvaste (15); Võnnu (14); Kambja (8); Räpina (6); Tarvastu (1); Halliste (1); Maarja-Magdaleena (1)
Martin / Mart / Märt,given_name_family,medium,mart,mart,mart,mart,Mart,46,14,4,Pärnumaa (18); Viljandimaa (13); Läänemaa (11); Harjumaa (4),Tõstamaa (8); Suure-Jaani (7); Karuse (6); Varbla (5); Helme (4); Vändra (4); Keila (4); Pärnu (3)
Untamo,unmapped_possible_person_name,low,Untamo,Untamo,Untamo,Untamo,Untamo,46,18,7,Itä- ja Pohjois-Inkeri (21); Etelä-Karjala (8); Keski-Inkeri (8); Aunus (6); välismaa (1); Laatokan Karjala (Raja-Karjala) (1); Länsi-Inkeri (1),Vuole (11); Lempaala (9); Repola (6); Räisälä (5); Serepetta (4); Kaprio (3); Kaukola (2); välismaa (1)
Catherine / Kadri / Katri,given_name_family_or_saint,medium,kadrik,kadrike,Kadrike,kadri + -ke,Kadrike,45,1,1,Võrumaa (45),Räpina (45)
Martin / Mart / Märt,given_name_family,medium,Märt,Märti,Märti,Märt,Märti,45,2,2,Tartumaa (29); Viljandimaa (16),Rõngu (29); Suure-Jaani (16)
Martin / Mart / Märt,given_name_family,medium,mart,marti,marti,(refrain),marti,45,1,1,Viljandimaa (45),Suure-Jaani (45)
Thomas / Toomas / Tuomas,given_name_family_or_biblical,medium,Toomas,Toomas,Toomas,Toomas,Thomas,45,30,11,Virumaa (11); Harjumaa (7); Viljandimaa (6); Tartumaa (5); Setumaa (4); välismaa (3); Järvamaa (3); Pärnumaa (1),Harju-Jaani (5); Setumaa (4); Haljala (3); välismaa (3); Järva-Jaani (3); Lüganuse (3); Jõhvi (2); Laiuse (2)
Catherine / Kadri / Katri,given_name_family_or_saint,medium,kadrina,kadrina,kadrina,kadri (name) + -na (essive),Kadrina,44,1,1,Võrumaa (44),Karula (44)
God / Jumala / Jumal,religious_title_or_deity,medium,Jumal,Jummal,Jumal,Jumal,God,44,29,6,Võrumaa (20); Tartumaa (8); Setumaa (7); Viljandimaa (4); Pärnumaa (1); Virumaa (1),Setumaa (7); Võrumaa (5); Karula (4); Urvaste (4); Vastseliina (3); Sangaste (3); Suure-Jaani (2); Rõuge (2)
God / Jumala / Jumal,religious_title_or_deity,medium,härra,härrä,härra,härra,lord,44,21,6,Võrumaa (12); Pärnumaa (10); Viljandimaa (9); Virumaa (9); Saaremaa (3); Läänemaa (1),Karksi (9); Urvaste (5); Viljandi (5); Karula (4); Hargla (3); Helme (3); Kadrina (3); Rakvere (3)
Jesus / Christ,biblical_religious,high,Jeesus,Jiesus,Jeesus,Jeesus,Jesus,44,24,3,Laatokan Karjala (Raja-Karjala) (27); Pohjois-Karjala (12); Häme (3),Suistamo (18); Kitee (4); Korpiselkä (4); Sortavala (3); Kesälahti (2); Ilomantsi (2); Rääkkylä (2); Tohmajärvi (2)
Martin / Mart / Märt,given_name_family,medium,Mart,Mart,Mardi,Mart,Mart's,44,26,7,Pärnumaa (11); Virumaa (10); Harjumaa (7); Järvamaa (6); Viljandimaa (4); Tartumaa (3); Läänemaa (2),Tori (6); Saarde (4); Kuusalu (4); Haljala (4); Jõhvi (3); Järva-Madise (3); Peetri (3); Kursi (3)
Thomas / Toomas / Tuomas,given_name_family_or_biblical,medium,Toomas,Toomas,Toomas,Toomas,Toomas,44,30,8,Virumaa (10); Viljandimaa (10); Tartumaa (9); Järvamaa (6); Läänemaa (3); Setumaa (3); Harjumaa (2); Võrumaa (1),Narva l. (4); Viljandi (4); Setumaa (3); Kolga-Jaani (3); Palamuse (2); Järva-Madise (2); Kadrina (2); Põltsamaa (2)
Tiiu,unmapped_possible_person_name,low,Tiiu,Tiiu,Tiiu,Tiiu,Tiiu,44,29,8,Viljandimaa (14); Pärnumaa (12); Läänemaa (7); Saaremaa (5); Virumaa (2); Harjumaa (2); Võrumaa (1); Tartumaa (1),Viljandi (6); Vändra (3); Noarootsi (3); Põltsamaa (3); Kolga-Jaani (2); Väike-Maarja (2); Häädemeeste (2); Tori (2)
Elizabeth / Liisa / Liisu / Elli,given_name_family,medium,Elli,Elli,Elli,Elisabet (diminutive),Elli,43,24,10,Etelä-Savo (10); Pohjois-Karjala (6); Etelä-Karjala (6); Keski-Suomi (6); Peräpohjola (4); Varsinais-Suomi (3); Pohjois-Savo (2); Laatokan Karjala (Raja-Karjala) (2),Keminmaa (4); Savitaipale (3); Rautalampi (3); Saarijärvi (3); Joutseno (3); Rääkkylä (2); Suistamo (2); Metsäpirtti (2)
God / Jumala / Jumal,religious_title_or_deity,medium,herra,herran,herran,herra,lord's,43,26,11,Keski-Inkeri (15); Länsi-Inkeri (10); Etelä-Karjala (8); Häme (2); Pohjois-Savo (2); Viena (1); Aunus (1); Etelä-Savo (1),Moloskovitsa (9); Kivennapa (8); Narvusi (5); Soikkola (5); Venjoki (4); Skuoritsa (2); Kalvola (1); Kiestinki (1)
Tuoni,mythic_deity,high,Tuoni,Tuoni,Tuoni,Tuoni,Tuoni,43,24,7,Länsi-Inkeri (20); Keski-Inkeri (18); Etelä-Savo (1); Viena (1); Itä- ja Pohjois-Inkeri (1); Laatokan Karjala (Raja-Karjala) (1); Pohjois-Karjala (1),Soikkola (12); Tyrö (10); Narvusi (8); Kaprio (3); Venjoki (2); Serepetta (2); Rantasalmi (1); Vuokkiniemi (1)
Catherine / Kadri / Katri,given_name_family_or_saint,medium,Kadri,Kadri,Kadri,Katharina,Kadri,42,9,7,Läänemaa (13); Harjumaa (10); Järvamaa (9); Virumaa (5); Saaremaa (2); Viljandimaa (2); välismaa (1),Ambla (9); Hanila (8); Kose (7); Kullamaa (5); Simuna (5); Kuusalu (3); Muhu (2); Viljandi (2)
God / Jumala / Jumal,religious_title_or_deity,medium,härra,härra,härra,härra,lord's,42,34,7,Tartumaa (12); Järvamaa (10); Viljandimaa (9); Virumaa (6); Võrumaa (3); Harjumaa (1); Pärnumaa (1),Haljala (4); Äksi (3); Ambla (3); Tarvastu (3); Põltsamaa (3); Türi (2); Tartu (2); Peetri (2)
